la,lo,0,1,2,3,4,5,6,7,8,9,10
0.3313953488372093,0.3426183844011142,0.0007594691911864057,0.06738955506222896,0.04843943623799647,0.0449507410991642,0.04173525413517898,0.02690564327277468,0.019401356399168467,0.06738952715662709,0.02659684803293136,0.04496461912652213,0.20893206294031846
0.372093023255814,0.3454038997214485,0.00262720908785392,0.17053798208015586,0.029100322281693937,,,0.0996734995104194,0.011648056887742958,0.17053792778065466,0.029702226924337837,0.05520859839666966,0.2614599174451445
0.4534883720930232,0.29805013927576596,0.0008946942724141726,0.15080270294309706,0.15080270294309706,0.1393317711867409,0.1393317711867409,0.10835763995439723,0.07302313431531955,0.15080265369351264,0.08246022177423808,0.07948164854879257,0.2561062660997486
0.4534883720930232,0.3008356545961003,0.0028561636386841066,0.1611163248708012,0.1611163248708012,0.14603672626878475,0.14603672626878475,0.10568145150522798,0.07170899872872642,0.16111627298213918,0.08642881506371047,0.0758457243729795,0.3566307687532976
0.5290697674418605,0.3398328690807799,0.000910968279641592,,0.1025875906074921,0.1025875906074921,0.09102547395687717,0.05868224508256816,,0.1025875536953214,0.07270940936035837,0.05322033468084306,0.32173116911331123
0.813953488372093,0.3231197771587744,0.6271789322403785,0.03566046370384085,,0.03566046370384085,0.031005662765849214,0.019988450495823457,0.07818294595545802,,0.11907755093540792,0.11356550952084166,0.13858973961081286
0.813953488372093,0.32590529247910865,0.6271789322403785,0.03581793823037708,0.03581793823037708,0.03581793823037708,0.03581793823037708,0.02641821061867724,0.0834557311954978,0.03581791840340616,0.12706949794888964,0.09938835265759767,0.13944322026007885
0.813953488372093,0.3286908077994429,0.6271789322403785,0.0382191049065816,,0.0382191049065816,0.0382191049065816,0.03535472797130379,0.08902566521461965,0.03821908446519364,0.13546257973867076,,
0.813953488372093,0.33147632311977715,0.6271789322403785,0.030449330958492376,0.030449330958492376,0.030449330958492376,0.030449330958492376,0.045336185734832994,0.09483979831669123,0.030449312505255257,,0.07985575857202458,0.1780050277769157
0.8197674418604651,0.3064066852367688,0.6136403655692889,0.08529092765743394,0.08529092765743394,0.08529092765743394,0.055911266675993936,0.03604468763876907,0.06900426840804734,0.08529089517118027,0.1023083629327865,0.12451432233941348,
0.8197674418604651,0.30919220055710306,0.6136403655692889,,0.07544951607368988,,0.0387260460068173,0.024965655810684908,0.07041322188642295,0.0754494861056833,0.10507987829331714,0.1276779257372431,0.137053474442134
0.8255813953488372,0.3064066852367688,,0.1097151520907262,0.1097151520907262,0.1097151520907262,0.057530258338453426,0.03708842519111619,0.0807827813786124,0.10971511335473576,0.11950272918685408,0.1187222340159852,0.12614443996151578
0.8255813953488372,0.30919220055710306,0.5999206358782878,0.10236132092980657,0.10236132092980657,,0.0412938296879944,0.026621064122224453,0.08196705930478171,0.10236128407553438,0.12183952147804895,0.11934526192826622,0.12615995779150244
0.8313953488372093,0.3064066852367688,0.5860234551936184,,,0.13621805093607914,0.07082619404833182,0.0456600983601498,0.09259232682497326,0.13621800541845505,,0.1078976418552989,0.11731479469910927
0.8313953488372093,0.30919220055710306,0.5860234551936184,,,0.1304634338312057,0.05864041643429534,0.03780412603167031,0.09360762522643208,0.1304633897860886,0.13879932186040966,0.11411712476038813,0.11750100865894912
