la,lo,0,1,2,3,4,5,6,7,8,9,10
0.3313953488372093,0.3426183844011142,0.0007594691911864058,0.06738955506222896,0.048439436237996465,0.0449507410991642,0.04173525413517898,0.026905643272774678,0.01940135639916847,0.06738952715662709,0.02659684803293136,0.04496461912652213,0.20893206294031844
0.37209302325581395,0.34540389972144847,0.0026272090878539196,0.17053798208015586,0.029100322281693937,0.029100322281693937,0.029100322281693937,0.09967349951041939,0.011648056887742958,0.17053792778065466,0.029702226924337834,0.05520859839666966,0.2614599174451445
0.45348837209302323,0.298050139275766,0.0008946942724141726,0.15080270294309706,0.15080270294309706,0.1393317711867409,0.1393317711867409,0.10835763995439723,0.07302313431531955,0.15080265369351264,0.08246022177423808,0.07948164854879258,0.2561062660997486
0.45348837209302323,0.3008356545961003,0.0028561636386841066,0.1611163248708012,0.1611163248708012,0.14603672626878475,0.14603672626878475,0.10568145150522798,0.07170899872872642,0.16111627298213918,0.08642881506371047,0.0758457243729795,0.3566307687532976
0.5290697674418605,0.3398328690807799,0.000910968279641592,0.1025875906074921,0.1025875906074921,0.1025875906074921,0.09102547395687718,0.05868224508256816,0.04927073414726972,0.1025875536953214,0.07270940936035837,0.053220334680843064,0.32173116911331123
0.813953488372093,0.3231197771587744,0.6271789322403785,0.03566046370384085,0.03566046370384085,0.03566046370384085,0.031005662765849214,0.019988450495823457,0.07818294595545802,0.03566044391716494,0.11907755093540792,0.11356550952084164,0.13858973961081283
0.813953488372093,0.32590529247910865,0.6271789322403785,0.03581793823037708,0.03581793823037708,0.03581793823037708,0.03581793823037708,0.02641821061867724,0.0834557311954978,0.03581791840340616,0.12706949794888964,0.09938835265759768,0.13944322026007883
0.813953488372093,0.3286908077994429,0.6271789322403785,0.0382191049065816,0.0382191049065816,0.0382191049065816,0.0382191049065816,0.03535472797130379,0.08902566521461965,0.03821908446519364,0.13546257973867076,0.08388078649958526,0.15449551534713388
0.813953488372093,0.33147632311977715,0.6271789322403785,0.030449330958492376,0.030449330958492376,0.030449330958492376,0.030449330958492376,0.045336185734832994,0.09483979831669122,0.030449312505255257,0.14418586489775684,0.07985575857202458,0.1780050277769157
0.8197674418604651,0.3064066852367688,0.6136403655692889,0.08529092765743394,0.08529092765743394,0.08529092765743394,0.05591126667599394,0.03604468763876907,0.06900426840804734,0.08529089517118028,0.1023083629327865,0.12451432233941347,0.1330188386456038
0.8197674418604651,0.30919220055710306,0.6136403655692889,0.07544951607368987,0.07544951607368987,0.07544951607368987,0.038726046006817304,0.02496565581068491,0.07041322188642295,0.0754494861056833,0.10507987829331714,0.1276779257372431,0.137053474442134
0.8255813953488372,0.3064066852367688,0.5999206358782878,0.10971515209072621,0.10971515209072621,0.10971515209072621,0.05753025833845343,0.03708842519111619,0.0807827813786124,0.10971511335473576,0.11950272918685408,0.11872223401598521,0.12614443996151578
0.8255813953488372,0.30919220055710306,0.5999206358782878,0.10236132092980658,0.10236132092980658,0.10236132092980658,0.041293829687994395,0.026621064122224453,0.08196705930478171,0.10236128407553438,0.12183952147804897,0.11934526192826622,0.12615995779150244
0.8313953488372093,0.3064066852367688,0.5860234551936184,0.13621805093607917,0.13621805093607917,0.13621805093607917,0.07082619404833183,0.0456600983601498,0.09259232682497326,0.13621800541845505,0.13679221231208935,0.1078976418552989,0.11731479469910928
0.8313953488372093,0.30919220055710306,0.5860234551936184,0.1304634338312057,0.1304634338312057,0.1304634338312057,0.05864041643429534,0.037804126031670306,0.09360762522643208,0.1304633897860886,0.13879932186040964,0.11411712476038813,0.11750100865894912
0.8372093023255814,0.3064066852367688,0.5719521320604104,0.16379885598541405,0.16379885598541405,0.16379885598541405,0.09207579279881357,0.05935936853087633,0.1044230628359013,0.16379883006478796,0.1541457640413737,0.09805400246841497,0.10255733838180069
0.8372093023255814,0.30919220055710306,0.5719521320604104,0.15913971037108093,0.15913971037108093,0.15913971037108093,0.08325351434338919,0.053671789320492484,0.10530682585699831,0.15913965898820043,0.15589495841141415,0.09071941141176564,0.10437292449023929
0.8372093023255814,0.31754874651810583,0.5719521320604104,0.15404716330084414,0.15404716330084414,0.15404716330084414,0.07511713500633936,0.04842639809882363,0.11068041321280322,0.15404711322105835,0.16506602963027003,0.09967546972785277,0.10595574314887805
0.8372093023255814,0.3203342618384401,0.5719521320604104,0.15367978493265713,0.15367978493265713,0.15367978493265713,0.07693035769027302,0.04959535322680382,0.11330673951319513,0.15367973494687714,0.1693116592869185,0.09334870284598858,0.10415567487042611
0.8430232558139535,0.28969359331476324,0.5577100557200164,0.24040821406108384,0.24040821406108384,0.24040821406108384,0.18525595967649913,0.11943110426573854,0.11909904088384424,0.24040814188299814,0.17537900815300989,0.05094535714907355,0.0884516309239316
0.8430232558139535,0.2924791086350975,0.5577100557200164,0.22993749076922868,0.22993749076922868,0.22993749076922868,0.1717950328834692,0.1107530640330067,0.11770749508558963,0.22993742127042002,0.17319979212806527,0.057219352705269684,0.08890164799354458
0.8430232558139535,0.29526462395543174,0.5577100557200164,0.22027783592151212,0.22027783592151212,0.22027783592151212,0.1589170123905105,0.10245081399672334,0.11672309024044131,0.22027776889444217,0.17162071638827878,0.06504617063912978,0.0899258247726638
0.8430232558139535,0.298050139275766,0.5577100557200164,0.2115415980503225,0.2115415980503225,0.2115415980503225,0.14677716040430439,0.0946244491724041,0.11615651246265403,0.21154155991315404,0.17065850408565536,0.07238056006862303,0.09067068061202321
0.8430232558139535,0.3008356545961003,0.5577100557200164,0.20383768726321347,0.20383768726321347,0.20383768726321347,0.1355755985811193,0.08740298473197888,0.11595230081924561,0.20383762444289336,0.17032388327997175,0.0756442438548332,0.09065516278203656
0.8430232558139535,0.30362116991643456,0.5577100557200164,0.19728122415600596,0.19728122415600596,0.19728122415600596,0.12556514443689915,0.08094940800972514,0.11591222789079027,0.19728116301337142,0.17062032481409692,0.07961761857095499,0.08958443251295739
0.8430232558139535,0.3064066852367688,0.5577100557200164,0.19200910601514043,0.19200910601514043,0.19200910601514043,0.11705320381364494,0.0754618985445171,0.11626914410689919,0.19200904622154977,0.17154483114191676,0.07219321178114366,0.08846714875391826
0.8430232558139535,0.30919220055710306,0.5577100557200164,0.18813005636697788,0.18813005636697788,0.18813005636697788,0.11038801718007636,0.07116496129390189,0.11704762753035831,0.18812999756596901,0.17308698973482445,0.05919973463226777,0.08994134260265045
0.8430232558139535,0.31197771587743733,0.5577100557200164,0.1857318216809425,0.1857318216809425,0.1857318216809425,0.10591966416238278,0.0682842868902886,0.11823955671433403,0.18573173683915112,0.17523055073756988,0.07072806055689068,0.0943018528289004
0.8430232558139535,0.3147632311977716,0.5577100557200164,0.18447908889951456,0.18447908889951456,0.18447908889951456,0.10393241453468556,0.0670031394264626,0.11983221518286319,0.1844790310327251,0.17795326920267482,0.07523715862671172,0.09723472269637815
0.8430232558139535,0.31754874651810583,0.5577100557200164,0.1837160784396929,0.1837160784396929,0.1837160784396929,0.10451150924753697,0.067376472354719,0.12180978748684873,0.18371602076814467,0.18122879827745222,0.0887322658101682,0.09723472269637815
0.8488372093023255,0.28969359331476324,0.543300776806234,0.2630250797907806,0.2630250797907806,0.2630250797907806,0.20220264961819223,0.13035635921934205,0.13066141650749255,0.26302500182543,0.19239434202127373,0.04629200401394943,0.07656497315415413
0.8488372093023255,0.2924791086350975,0.543300776806234,0.2536881837517687,0.2536881837517687,0.2536881837517687,0.19020414621259238,0.12262111952245279,0.12942011747565985,0.25368810817556836,0.19045067001466273,0.05267365014174976,0.07842711275255268
0.8488372093023255,0.29526462395543174,0.543300776806234,0.24514769620605004,0.24514769620605004,0.24514769620605004,0.17890076436717164,0.11533401337228168,0.12854385610676966,0.24514762281521277,0.1890449786527387,0.06143785105395794,0.08024269886099128
