LAT,LONGITUDE,AREA,D1,D2,D3,D4,DIS_LAKE,DIS_MAJOR_RIVER,DIS_OCEAN,DIS_RIVER,ELEV_SRTM_PRED,MATTVEG,NEWCOUNTRYID,PREC_NEW
66,102,5040.472,2457.879,2294.012,2002.601,1661.927,1661927,2294012,2457879,2002601,533,16,643,385.9
66,103,5040.472,2414.84,2260.143,2043.7,1666.524,1666524,2260143,2414840,2043700,488,16,643,387.4
66,104,5040.472,2372.104,2227.119,2085.239,1672.966,1672966,2227119,2372104,2085239,500,16,643,386.8
25,-7,661.2526,571.061,571.061,571.061,571.061,1126001,1217928,571061,1075213,386.572,30,12,76.4
69,96,4444.907,2317.632,2317.632,1978.321,1867.044,1867044,2707018,2317632,1978321,865,22,643,463.1
51,-68,7773.164,154.0412,154.0412,154.0412,136.8163,136816.3,576258.7,154041.2,590535.4,646.9213,8,124,1105.3
23,15,2618.847,861.8466,861.8466,861.8466,654.7452,654745.2,2433988,861846.6,1148285,699.1927,30,148,13.6
21,-11,11550.98,580.9447,580.9447,580.9447,580.9447,1570278,1764100,580944.7,708238.2,404.4793,30,478,83.9
71,111,4040.21,2408.575,2408.575,2408.575,2284.764,2284765,2477845,2408575,2417882,110,16,643,254.9
80,57,1244.541,1375.158,1375.158,1375.158,1375.158,1810334,3579446,1375158,2420448,142,0,643,657.3
80,56,1220.855,1354.171,1354.171,1354.171,1354.171,1788157,3557627,1354171,2403982,172,0,643,662.5
69,102,4444.907,2547.784,2526.572,2170.385,1995.627,1995627,2526572,2547784,2170385,309,16,643,398.3
71,94,4040.21,2181.939,2181.939,2086.906,2006.494,2006494,2908452,2181939,2086906,52,20,643,580.6
71,95,4040.21,2218.829,2218.829,2111.367,2026.379,2026379,2879515,2218829,2111368,49,20,643,564
71,96,4040.21,2255.634,2255.634,2136.605,2047.204,2047204,2851129,2255634,2136605,59,20,643,545.5
71,97,4040.21,2292.352,2292.352,2162.587,2068.936,2068936,2823315,2292352,2162588,59,20,643,526.3
71,98,4040.21,2328.981,2328.981,2189.283,2091.542,2091542,2796095,2328981,2189283,54,16,643,506.6
71,99,4040.21,2365.518,2365.518,2216.661,2114.991,2114991,2769494,2365518,2216661,48,16,643,490.2
71,100,4040.21,2401.96,2401.96,2244.692,2139.25,2139250,2743533,2401960,2244692,64,16,643,479.6
71,101,4040.21,2438.305,2438.305,2273.345,2164.288,2164288,2718236,2438305,2273345,60,16,643,467.1
71,102,4040.21,2474.55,2474.55,2302.593,2190.073,2190073,2693627,2474550,2302593,118,16,643,435.2
71,103,4040.21,2510.693,2510.693,2332.408,2216.574,2216574,2669729,2510693,2332408,197,16,643,400.5
71,104,4040.21,2546.731,2546.731,2362.762,2225.196,2225196,2646566,2546731,2362762,279,22,643,378.1
71,105,4040.21,2582.663,2582.663,2393.63,2230.366,2230366,2624163,2582663,2393630,281,22,643,360
71,106,4040.21,2557.703,2557.703,2424.986,2236.676,2236676,2602543,2557703,2424986,273,22,643,341.1
71,107,4040.21,2526.829,2526.829,2456.806,2244.108,2244108,2581729,2526829,2456806,303,22,643,321.9
71,108,4040.21,2496.455,2496.455,2472.035,2252.633,2252633,2561747,2496455,2472035,303,22,643,303.3
71,109,4040.21,2466.604,2466.604,2453.079,2262.262,2262262,2535034,2466604,2453079,285,22,643,285.4
71,110,4040.21,2437.302,2437.302,2435.021,2272.978,2272978,2506147,2437302,2435021,206,22,643,268.6
22,9,1399.389,1202.542,1202.542,1143.393,28.4467,28446.7,2348104,1202542,1143393,706.8317,30,562,35
70,54,1222.069,669.6837,669.6837,669.6837,669.6837,1360010,2741066,669683.7,1433622,80,0,643,391.6
44,112,479.5826,734.9859,734.9859,720.6974,456.1973,456197.3,1201069,734985.9,720697.4,1140.235,25,496,187.2
69,104,4444.907,2509.447,2472.206,2239.225,2003.899,2003899,2472206,2509447,2239225,365,16,643,400.1
57,-63,6248.904,732.7234,732.7234,732.7234,526.2758,526275.8,1311221,732723.4,1324120,303.5345,22,124,720.4
65,91,5235.761,2287.749,2287.749,1516.453,1380.11,1380111,2663920,2287749,1516453,423,16,643,627.5
-26,32,66.67944,94.1682,94.1682,94.1682,94.1682,945836.8,2876421,94168.2,125395.6,88.51952,25,710,823.2
49,95,356.4795,2122.497,2122.497,754.0091,150.7326,150732.6,2246228,2122498,754009.1,1649.994,25,643,316
-11,-70,340.2957,692.6401,692.6401,490.4484,473.2139,473213.9,736639.8,692640.1,490448.4,267.8293,1,604,2007.8
69,105,4444.907,2473.49,2446.244,2274.4,2010.104,2010104,2446244,2473491,2274400,503,22,643,391.1
67,107,4843.538,2294.051,2219.21,2128.618,1810.363,1810363,2219210,2294051,2128618,338,16,643,371.9
67,108,4843.538,2255.052,2192.119,2101.564,1822.633,1822633,2192119,2255052,2101564,330,16,643,360.3
67,109,4843.538,2216.529,2166.07,2075.576,1836.443,1836443,2166070,2216529,2075577,349,16,643,348.5
67,110,4843.538,2178.513,2141.104,2050.702,1851.751,1851751,2141104,2178514,2050702,338,16,643,337
67,111,4843.538,2141.041,2117.266,2026.986,1868.527,1868527,2117266,2141041,2026986,362,16,643,329.3
67,112,4843.538,2104.147,2094.599,2004.474,1886.728,1886728,2094599,2104147,2004474,334,16,643,326.4
67,113,4843.538,2067.871,2067.871,1983.212,1906.311,1906311,2073145,2067871,1983212,344,16,643,325.6
67,114,4843.538,2032.252,2032.252,1963.243,1927.228,1927228,2052946,2032252,1963243,346,16,643,325.3
67,115,4843.538,1997.332,1997.332,1944.613,1944.613,1949434,2034045,1997332,1944613,298,16,643,324.7
67,116,4843.538,1963.156,1963.156,1927.363,1927.363,1972881,2016480,1963156,1927363,259,16,643,323.8
65,90,5235.761,2245.769,2245.769,1481.407,1352.103,1352103,2707097,2245769,1481407,400,16,643,647.7
69,103,4444.907,2545.811,2498.992,2204.543,1999.069,1999069,2498992,2545811,2204543,268,16,643,402.8
-21,-62,150.1628,812.6748,812.6748,377.814,377.814,503676.7,868740,812674.8,377814,280.8832,12,68,607.2
65,92,5235.761,2329.633,2329.633,1552.547,1409.632,1409633,2621142,2329633,1552547,396,16,643,599.9
65,93,5235.761,2371.419,2371.419,1589.61,1440.571,1440571,2578791,2371419,1589610,447,16,643,565.4
65,94,5235.761,2413.105,2413.105,1627.568,1472.83,1472830,2536898,2413105,1627568,510,22,643,525.7
65,95,5235.761,2454.687,2454.687,1666.355,1506.319,1506319,2495494,2454687,1666355,539,16,643,484
65,96,5235.761,2496.163,2454.61,1705.906,1540.953,1540953,2454610,2496163,1705907,583,16,643,444.7
65,97,5235.761,2537.531,2414.282,1746.163,1556.318,1556318,2414282,2537531,1746163,630,22,643,414
65,98,5235.761,2578.788,2374.546,1787.069,1551.088,1551088,2374546,2578788,1787069,542,16,643,396.9
65,99,5235.761,2561.914,2335.439,1828.575,1547.916,1547916,2335439,2561915,1828575,512,16,643,389.8
65,100,5235.761,2516.127,2297.002,1870.632,1546.816,1546816,2297002,2516127,1870632,481,16,643,388.4
65,101,5235.761,2470.541,2259.276,1913.196,1547.776,1547776,2259276,2470541,1913196,466,16,643,388.3
65,102,5235.761,2425.178,2222.305,1956.227,1550.808,1550808,2222305,2425179,1956227,543,16,643,388.2
65,103,5235.761,2380.06,2186.134,1999.687,1555.9,1555900,2186134,2380060,1999687,586,16,643,387.5
65,104,5235.761,2335.208,2150.811,2043.539,1563.019,1563019,2150811,2335208,2043539,545,16,643,385.6
-12,34,2143.551,556.3236,556.3236,556.3236,16.4654,16465.4,2303074,556323.6,1010113,670.9646,0,508,1508.4
-21,-179,0,0,0,0,0,,,,,15.68625,0,242,1795
70,66,305.5173,1134.889,1134.889,1134.889,1134.889,1507511,2898401,1134889,1520877,12,0,643,363.1
61,158,1067.932,477.7185,477.7185,477.7185,477.7185,2473847,1405466,477718.5,624286.2,244,0,643,382.1
69,95,4444.907,2278.888,2278.888,1948.799,1842.313,1842313,2739317,2278888,1948799,1026,22,643,488.1
65,105,5235.761,2290.648,2116.385,2026.11,1572.103,1572103,2116385,2290648,2026110,467,16,643,380.7
-11,24,157.9944,1052.99,1052.99,437.3307,437.3307,465670.6,1237860,1052990,437330.7,1154.098,15,894,1399.2
22,-9,11470.4,709.1524,709.1524,709.1524,709.1524,1576660,1613251,709152.4,860355.5,303.8592,30,478,73.9
56,-64,6919.207,658.004,658.004,658.004,406.3697,406369.7,1187189,658004,1200073,495.4317,22,124,723.2
-20,170,11.62799,0,0,0,0,,,,,263.8854,0,548,2390.6
3,-53,1531.355,106.2051,106.2051,106.2051,106.2051,354951.1,520514.2,106205.1,533570.6,135.551,1,76,3020.1
64,99,5429.363,2539.862,2274.244,1780.224,1436.547,1436547,2274244,2539862,1780224,475,16,643,393.4
64,100,5429.363,2492.145,2233.452,1824.791,1435.323,1435323,2233452,2492145,1824791,421,16,643,391.8
64,93,5429.363,2424.791,2424.791,1525.016,1360.107,1360107,2531237,2424791,1525016,304,16,643,549.1
64,98,5429.363,2587.726,2315.685,1736.152,1440.075,1440075,2315685,2587726,1736152,528,16,643,399.6
64,92,5429.363,2382.593,2382.593,1485.062,1326.208,1326208,2575768,2382593,1485062,338,10,643,579.2
64,94,5429.363,2466.896,2466.896,1565.818,1395.33,1395330,2487136,2466896,1565818,349,16,643,509.8
70,94,4243.295,2208.365,2208.365,2002.125,1911.606,1911606,2838937,2208366,2002125,321,22,643,577.2
70,95,4243.295,2246.292,2246.292,2028.64,1933.313,1933313,2808071,2246292,2028640,231,16,643,562.9
70,96,4243.295,2284.122,2284.122,2055.955,1956.011,1956012,2777764,2284122,2055955,267,22,643,539.8
70,97,4243.295,2321.853,2321.853,2084.034,1979.665,1979665,2748039,2321853,2084035,260,22,643,513.1
70,98,4243.295,2359.484,2359.484,2112.842,2004.234,2004234,2718922,2359484,2112843,267,22,643,488.9
70,99,4243.295,2397.012,2397.012,2142.344,2029.681,2029681,2690439,2397012,2142344,311,22,643,469.3
70,100,4243.295,2434.435,2434.435,2172.506,2055.969,2055969,2662614,2434435,2172506,327,22,643,454
70,101,4243.295,2471.75,2471.75,2203.294,2083.062,2083062,2635474,2471751,2203295,355,16,643,439.2
70,102,4243.295,2508.957,2508.957,2234.679,2106.95,2106951,2609046,2508957,2234679,359,22,643,417.8
70,103,4243.295,2546.051,2546.051,2266.628,2110.089,2110089,2583357,2546051,2266629,301,16,643,405.1
70,104,4243.295,2563.326,2558.434,2299.114,2114.492,2114493,2558434,2563326,2299114,326,16,643,391.3
70,105,4243.295,2529.468,2529.468,2332.106,2120.154,2120154,2534304,2529468,2332106,419,16,643,376.3
70,106,4243.295,2496.056,2496.056,2365.578,2127.061,2127061,2510995,2496056,2365578,474,16,643,361.1
70,107,4243.295,2463.114,2463.114,2398.412,2135.171,2135171,2488535,2463114,2398412,534,22,643,345.6
70,108,4243.295,2430.667,2430.667,2376.962,2144.494,2144494,2466950,2430667,2376962,587,22,643,330.4
75,57,1394.871,1026.637,1026.637,1026.637,1026.637,1580934,3241052,1026637,1922587,422,31,643,394.2
74,59,1297.143,1043.442,1043.442,1043.442,1043.442,1631681,3209332,1043442,1879437,240,0,643,393
48,89,107.4137,2386.287,2386.287,278.3953,145.4327,145432.7,2435969,2386287,278395.3,2479.678,28,156,217.2
66,114,5040.472,1967.782,1953.706,1863.703,1830.881,1830881,1953706,1967782,1863703,378,16,643,332.4
66,115,5040.472,1930.422,1930.422,1843.377,1843.377,1855053,1933136,1930422,1843377,367,16,643,330.2
66,116,5040.472,1893.79,1893.79,1824.53,1824.53,1880533,1913995,1893790,1824530,331,16,643,326.1
66,117,5040.472,1857.935,1857.935,1807.213,1807.213,1907264,1896332,1857935,1807213,306,16,643,321.4
64,95,5429.363,2508.905,2443.495,1607.396,1431.774,1431774,2443495,2508905,1607396,409,16,643,470.8
64,101,5429.363,2444.594,2193.354,1869.808,1436.391,1436391,2193354,2444594,1869808,434,16,643,391.7
-12,-71,193.7673,667.3647,667.3647,541.1809,470.2945,470294.5,747284.8,667364.7,541180.9,377.9336,1,76,2837.4
54,-58,2128.106,319.7697,319.7697,319.7697,319.7697,462255.1,1222194,319769.7,1245314,72.97852,0,124,912.6
-12,23,375.4241,967.4313,967.4313,488.8802,488.8802,550009.5,1167633,967431.3,488880.2,1193.076,15,180,1454.4
56,-132,2951.55,55.5205,55.5205,55.5205,55.5205,296655,1272613,55520.53,957050.3,815.4832,29,124,2692
22,-8,11470.4,768.4035,768.4035,768.4035,768.4035,1518566,1601148,768403.5,797267.9,322.9782,30,478,74.9
64,96,5429.363,2550.815,2400.349,1649.684,1453.966,1453966,2400349,2550815,1649684,472,16,643,436.6
64,97,5429.363,2592.624,2357.733,1692.622,1445.891,1445891,2357733,2592624,1692622,498,16,643,412.4
64,102,5429.363,2397.227,2153.995,1914.2,1439.765,1439765,2153995,2397227,1914200,455,16,643,391.6
64,103,5429.363,2350.064,2115.426,1958.671,1445.427,1445427,2115426,2350065,1958671,484,16,643,390.9
64,104,5429.363,2303.129,2077.697,1987.998,1453.312,1453312,2077697,2303129,1987998,500,16,643,388.9
21,-9,11550.98,758.136,758.136,758.136,758.136,1514185,1722843,758136,768232,346.9901,30,478,88.4
21,-10,11550.98,667.196,667.196,667.196,667.196,1538973,1740437,667196,780891.2,347.9403,30,478,87.1
10,-16,73.1543,3.8206,3.8206,3.8206,3.8206,925398.1,3016740,3820.6,68979.9,8.484086,0,624,2618.8
5,100,12.32576,82.9437,82.9437,82.9437,82.9437,504362,856130.7,82943.74,829469,201.2998,1,764,2961.9
68,118,4645.002,1975.044,1975.044,1975.044,1975.044,2113643,2043426,1975044,2003502,242,16,643,315.8
20,-10,11627.99,701.577,701.577,701.577,701.577,1432634,1849109,701577,709159.9,388.5806,30,478,102.2
20,-9,11627.99,806.1568,806.1568,681.678,681.678,1405985,1832559,806156.8,681678,370.426,30,478,105.2
20,-11,11627.99,597.0271,597.0271,597.0271,597.0271,1466171,1871388,597027.1,628781.4,387.6956,30,478,102
18,-9,11771.13,788.579,788.579,535.7528,535.7528,1191009,2052276,788579,535752.8,313.8093,30,478,125.8
-9,152,122.2731,2.3211,2.3211,2.3211,2.3211,2133917,6067617,2321.08,2741778,34.55362,0,598,4300
20,-12,11627.99,492.5258,492.5258,492.5258,492.5258,1506207,1899227,492525.8,556002.6,404.1566,30,478,87.7
60,-140,4484.879,66.2713,66.2713,66.2713,66.2713,263315.3,1882954,66271.25,1588359,2051,31,124,1921.7
69,94,4444.907,2240.04,2240.04,1920.095,1818.625,1818625,2772178,2240040,1920095,875,22,643,508.1
46,90,205.845,2243.232,2243.232,423.7725,92.7582,92758.2,2251045,2243232,423772.5,1613.851,21,496,182.1
18,52,2789.759,225.3416,225.3416,225.3416,225.3416,1240508,1383181,225341.6,1384128,348.8327,30,887,137.2
6,-72,86.15195,230.2567,230.2567,36.2914,36.2914,984374.6,935674.3,230256.7,36291.39,286.4291,9,862,1477
58,10,0,0,0,0,0,,,,,10.94067,0,752,808
63,97,5621.235,2622.039,2305.2,1643.814,1335.657,1335657,2305200,2622039,1643814,419,16,643,411.6
69,93,4444.907,2201.089,2201.089,1892.252,1796.024,1796024,2805576,2201089,1892252,962,22,643,520.4
63,96,5621.235,2609.081,2350.135,1599.275,1344.67,1344670,2350135,2609081,1599275,362,16,643,428.1
20,6,1534.895,1517.004,1517.004,824.2757,337.9351,337935.1,2306862,1517004,824275.7,493.44,30,562,88.7
60,160,1119.673,328.446,328.446,328.446,328.446,2499685,1436881,328446,496689.7,290,0,643,476.1
63,98,5621.235,2572.248,2260.801,1688.11,1329.159,1329159,2260801,2572248,1688110,409,16,643,403.4
65,114,5235.761,1907.665,1855.873,1765.608,1736.364,1736364,1855873,1907665,1765608,367,16,643,322.2
63,103,5621.235,2325.037,2048.357,1917.875,1335.138,1335138,2048357,2325037,1917876,372,11,643,394.9
63,104,5621.235,2276.068,2008.123,1919.069,1343.915,1343915,2008123,2276068,1919069,355,11,643,393.8
63,105,5621.235,2227.304,1968.769,1879.462,1355.156,1355156,1968769,2227304,1879462,340,11,643,391.8
18,4,2855.608,1315.464,1315.464,490.367,490.367,669924.9,2310695,1315464,490367,377.6472,30,466,216.2
56,-63,6601.242,630.4098,630.4098,630.4098,420.9516,420951.6,1214293,630409.9,1229065,326.0139,22,124,833.8
0,-92,382.9368,6.6671,6.6671,6.6671,6.6671,1416360,2120477,6667.12,1624301,427.7327,0,218,680.7
44,93,595.0377,2002.849,1972.463,695.2231,142.8243,142824.3,1972463,2002849,695223.1,974.1561,30,496,62.3
21,9,450.4883,1254.204,1254.204,1134.855,38.3075,38307.5,2314056,1254204,1134855,649.3536,30,12,50.1
65,113,5235.761,1948.19,1879.744,1789.327,1711.479,1711480,1879744,1948190,1789327,456,16,643,324.8
-8,160,12.25815,0,0,0,0,,,,,15.05888,0,90,2683.8
-25,-61,156.9074,952.918,399.1005,259.5888,259.5888,751687.2,399100.5,952917.9,259588.8,136.7305,12,600,934.6
1,-57,642.5201,410.7423,410.7423,410.7423,297.9498,297949.8,427763.1,410742.3,430534.5,315.4588,1,740,2145.9
21,-8,11550.98,852.2652,852.2652,710.1742,710.1742,1496286,1711521,852265.2,710174.2,345.5797,30,478,95.7
69,-142,3209.223,947.0706,947.0706,947.0706,947.0706,1094052,2760242,947070.6,2391178,628,29,840,234
55,-62,6883.21,503.5102,503.5102,503.5102,348.5457,348545.7,1152585,503510.2,1170099,246.7908,22,124,859.5
60,161,630.9761,242.1303,242.1303,242.1303,242.1303,2520208,1464654,242130.3,425501.3,263,0,643,494
15,12,11958.01,1249.687,1249.687,365.2475,151.9226,151922.6,2354964,1249687,365247.5,365.4507,25,562,286.5
-21,35,127.0608,3.4985,3.4985,3.4985,3.4985,604447.6,2786599,3498.5,382070.3,4.594265,0,508,1106
22,-1,2711.757,1271.175,1271.175,567.1478,567.1478,1024139,1730961,1271175,567147.8,342.9993,30,466,55.2
-11,119,0,0.8521,0.8521,0.8521,0.8521,1812571,3419293,852.09,3506080,92.98008,0,360,1522.9
69,48,1391.256,388.3442,388.3442,388.3442,388.3442,1064386,2537014,388344.2,1250094,64,0,643,439.1
51,-67,7773.164,137.1229,137.1229,137.1229,100.4021,100402.1,607179.7,137122.8,624276.8,603.0702,8,124,1113.4
-21,-62,11343.06,851.8176,806.9984,332.0882,332.0882,559889.8,806998.4,851817.6,332088.2,280.8832,12,600,607.2
62,105,5811.333,2203.429,1900.494,1811.999,1247.502,1247502,1900494,2203429,1811999,347,11,643,393.7
69,119,4444.907,2028.862,2028.862,2028.862,2028.862,2228897,2099394,2028862,2092744,240,16,643,302.7
62,-49,5782.276,42.394,42.394,42.394,42.394,1423537,2227106,42394.02,2245370,1424,31,304,1170.8
36,67,9.991447,1263.951,1263.951,0.8349,0.8349,383694.7,1869360,1263951,834.9,1083.437,23,762,275.6
48,-74,8262.592,175.5186,175.5186,175.5186,175.5186,342697.5,234955.5,175518.6,233279,504.4735,8,124,883.6
55,-63,7088.785,531.2012,531.2012,531.2012,319.0591,319059.1,1119892,531201.3,1136139,484.0788,22,124,811.5
51,99,707.3579,1985,1919.546,1096.092,63.8849,63884.9,1919546,1985000,1096092,1979.918,10,643,354.1
52,-71,7605.392,365.074,365.074,365.074,274.3815,274381.5,639831.2,365074,637879.6,659.0531,14,124,846.6
15,13,11766.68,1287.901,1287.901,316.5321,126.9701,126970.1,2353846,1287901,316532.1,351.3079,25,562,268
5,26,271.1667,1674.367,1674.367,383.5378,383.5378,609592.9,1905685,1674367,383537.8,659.18,24,736,1515.3
5,27,850.4775,1601.535,1601.535,436.6428,436.6428,522099.1,1863992,1601535,436642.8,631.595,24,180,1530.7
55,-95,7088.785,1723.312,1459.21,1193.296,723.29,723290,1459210,1723312,1193296,168.49,8,124,474.4
42,134,27.5253,1.9138,1.9138,1.9138,1.9138,217612.6,548722.1,1913.8,305406.7,224.4477,0,643,793.5
-4,110,320.836,3.5387,3.5387,3.5387,3.5387,1855517,1828402,3538.68,1917787,4.156456,0,360,2406.6
17,13,11837.18,1493.202,1493.202,528.5034,346.5413,346541.3,2574317,1493202,528503.4,467.0432,30,562,60.7
63,99,5621.235,2522.551,2216.977,1733.027,1325.214,1325214,2216977,2522551,1733027,436,16,643,399.7
17,14,11837.18,1490.276,1490.276,516.8939,354.6978,354697.8,2576707,1490276,516893.9,430.6549,30,562,79.7
57,163,464.6276,7.4962,7.4962,7.4962,7.4962,2471815,1452810,7496.2,171318.1,177.4027,0,643,700.2
16,12,11899.49,1354.8,1354.8,459.4336,252.9387,252938.7,2465535,1354800,459433.6,417.8659,25,562,157.1
16,13,11899.49,1389.72,1389.72,420.8999,236.1438,236143.8,2463649,1389721,420899.9,393.0122,25,562,164.1
2,-57,234.7467,372.8375,372.8375,372.8375,254.3667,254366.7,463797.1,372837.5,467878.9,306.1671,24,76,2222.4
30,81,10.70239,1125.62,1125.62,537.5796,420.6285,420628.5,2172336,1125620,537579.6,4902.195,28,356,487
72,110,3835.694,2510.259,2510.259,2510.259,2379.735,2379735,2580485,2510259,2534300,52,22,643,244.7
-48,168,206.5648,6.3594,6.3594,6.3594,6.3594,1125474,9043612,6359.38,2042110,89.1367,0,554,1091.1
72,52,1541.949,694.1403,694.1403,694.1403,694.1403,1355645,2899392,694140.3,1608483,113,0,643,503.4
22,18,3142.89,899.2054,899.2054,899.2054,899.2054,923586.5,2463274,899205.4,1107892,823.4182,30,148,21.6
16,14,11137.92,1433.01,1433.01,409.5744,248.9793,248979.3,2469285,1433010,409574.4,345.1345,25,562,216.4
71,83,2824.107,1775.637,1775.637,1775.637,1775.637,1860760,3254055,1775637,1881434,59,22,643,513.7
69,66,440.0458,1128.959,1128.959,1128.959,1128.959,1385396,2782056,1128960,1400516,8,0,643,342.2
49,96,583.3301,2049.876,2049.876,832.0592,220.0816,220081.6,2168710,2049877,832059.2,1771.786,28,643,314.7
76,138,453.6305,2246.209,2246.209,2246.209,2246.209,3174064,2544323,2246210,2386920,59,0,643,325.3
18,48,1188.885,430.9788,430.9788,430.9788,430.9788,1210830,1353218,430978.8,1348041,480.3089,30,887,148.8
57,-107,6733.733,1360.938,1360.938,1248.57,1043.071,1043071,1484902,1360938,1248570,498.0635,22,124,381.3
76,68,1423.979,1390.001,1390.001,1390.001,1390.001,1939270,3500728,1390001,2143777,153,30,643,244.2
70,113,4243.295,2276.819,2276.819,2276.819,2208.677,2208678,2345539,2276819,2284131,128,16,643,276
61,-154,5999.616,116.3328,116.3328,116.3328,116.3328,418775.3,2515812,116332.8,2290979,1265,29,840,503.3
6,-8,566.1414,165.2883,165.2883,116.6926,58.5853,58585.3,2508629,165288.3,116692.6,243.6551,1,430,1919.7
34,79,10230.36,1514.208,1514.208,662.5658,662.5658,662862.2,2441264,1514208,662565.8,5409.561,30,156,126.5
-13,23,398.0967,1052.439,1052.439,618.2867,567.6842,567684.2,1327520,1052439,618286.7,1263.362,15,894,1299.3
-19,26,128.7153,834.5885,834.5885,818.0913,34.7142,34714.2,1924343,834588.5,818091.3,914.0959,25,894,734
54,-167,108.2211,1.1786,1.1786,1.1786,1.1786,669179.4,2977443,1178.59,1956097,295.673,0,840,1627.2
54,162,203.3685,5.5315,5.5315,5.5315,5.5315,2310527,1357337,5531.5,148923.4,225.9107,0,643,1080.8
20,22,3279.094,1163.691,1163.691,855.6654,489.3912,489391.2,2630859,1163691,855665.4,603.5916,30,148,52.8
61,159,1391.911,440.4847,440.4847,440.4847,440.4847,2517313,1449823,440484.7,601593.7,78,0,643,377.3
67,-126,4843.538,1028.239,1028.239,1028.239,936.8149,936814.9,2361870,1028239,1933796,300,14,124,292.4
-28,113,305.602,5.178,5.178,5.178,5.178,419953.6,4364274,5178.01,2539070,124.6468,0,36,385.1
42,66,633.082,1860.156,1419.332,369.5717,170.7764,170776.4,1419332,1860156,369571.7,194.5075,21,860,250.8
70,73,339.4636,1411.304,1411.304,1411.304,1411.304,1596978,3004916,1411304,1618380,19,0,643,472.2
70,56,1497.883,739.2595,739.2595,739.2595,739.2595,1423991,2750578,739259.5,1427039,42,0,643,368
71,-52,3389.736,507.6549,507.6549,507.6549,507.6549,2185990,2957312,507654.9,2794601,1039,31,304,277.3
-20,177,11.62799,2.3995,2.3995,2.3995,2.3995,2159573,8966314,2399.47,3276999,216.9881,0,242,2178.7
65,115,5235.761,1867.788,1833.469,1743.409,1743.409,1762687,1833469,1867788,1743409,320,16,643,318.2
71,178,266.6539,1651.839,1651.839,1651.839,1651.839,3802113,2741185,1651839,1842426,203,0,643,215.4
73,-56,2551.742,736.7409,736.7409,736.7409,736.7409,2349043,3097399,736740.9,3017736,281,31,304,276.1
56,-103,5633.521,1523.28,1523.28,1401.502,925.4351,925435.1,1565710,1523280,1401502,367.4952,8,124,475.9
70,55,1476.667,703.2975,703.2975,703.2975,703.2975,1390753,2744496,703297.5,1429099,66,0,643,377.7
21,-7,9656.62,914.8678,914.8678,650.3127,650.3127,1481661,1708030,914867.8,650312.7,309.4533,30,478,82.4
-44,168,97.69276,2.7599,2.7599,2.7599,2.7599,812503.1,8927668,2759.85,1932404,128.9485,0,554,4295.6
21,20,3419.09,1013.294,1013.294,1013.294,701.9996,701999.6,2537539,1013295,1079136,644.884,30,148,27.5
71,-56,1414.073,528.3909,528.3909,528.3909,528.3909,2148224,2904226,528390.9,2909567,309,0,304,306.6
54,-68,7263.159,475.879,475.879,475.879,185.0717,185071.7,890640.2,475879,897429.6,594.6544,22,124,765.2
5,-62,1306.531,284.6532,284.6532,284.6532,231.0565,231056.5,315056.4,284653.2,333645.4,1111.728,24,328,2019.6
70,83,3131.552,1788.433,1788.433,1771.573,1745.53,1745530,3205233,1788433,1771573,23,0,643,504.1
5,25,2391.198,1642.121,1642.121,336.8102,336.8102,646857.7,1748079,1642121,336810.2,630.3598,24,180,1621.7
67,117,4843.538,1929.769,1929.769,1911.534,1911.534,1997520,1995648,1929769,1911534,288,16,643,321.6
55,136,3239.574,310.8928,310.8928,310.8928,310.8928,1189462,362770.8,310892.8,346569.9,504.1678,0,643,990.7
73,88,3629.79,1937.906,1937.906,1937.906,1937.906,2119563,3216713,1937906,2155310,67,30,643,448
68,-167,982.418,1109.366,1109.366,1109.366,1109.366,1264772,3282148,1109366,2143602,88,0,840,373.9
66,-127,5040.472,908.9745,908.9745,908.9745,816.5459,816545.9,2254271,908974.5,1831164,246,14,124,314.7
71,81,3098.841,1696.104,1696.104,1696.104,1696.104,1834297,3297003,1696104,1842023,36,22,643,684.4
28,-90,20.73728,1.814,1.814,0.8495,0.8495,458437.1,32428.6,1813.97,849.5,1.903723,0,840,1648.1
42,-2,0,67.7721,67.7721,67.7721,67.7721,945969.9,211540.3,67772.1,180628.9,558.4557,13,250,800.6
46,7,0,184.6412,180.2185,151.7856,151.7856,710875.5,180218.5,184641.2,151785.6,1528.942,10,380,1294.7
12,43,205.8777,5.8662,5.8662,5.8662,5.8662,572550,2001477,5866.2,976279,159.3276,0,232,98.6
73,110,3110.73,2583.103,2583.103,2583.103,2483.071,2483071,2654518,2583103,2630872,28,22,643,208.2
25,-7,10546.42,574.9663,574.9663,574.9663,574.9663,1188198,1266635,574966.3,1042290,386.572,30,478,76.4
14,0,285.261,974.6653,974.6653,20.4413,20.4413,626867.1,2528203,974665.3,20441.3,267.7653,25,466,495.2
59,-138,5306.679,60.4181,60.4181,60.4181,60.4181,141574.1,1720490,60418.12,1425203,1152.738,31,124,1617.9
31,-114,74.1413,75.8678,75.8678,75.8678,75.8678,265146.1,1627235,75867.8,948348.4,149.9567,21,840,208.1
-49,-66,32.40723,2.2266,2.2266,2.2266,2.2266,335326.1,1670808,2226.6,1669853,12.53354,0,32,306.6
40,61,18.91671,1573.024,1214.833,1.5809,1.5809,297593.2,1214833,1573024,1580.9,155.2536,21,860,148.5
