la,lo,0,1,2,3,4
0.4264948488509384,0.8254684196230273,0.0010021991637800443,0.00853002999318436,0.9999999997832212,0.99999997826087,0.3223881410451812
0.3919461658896705,0.8299174319487386,,0.0024277297738819537,0.0019510080203878149,,0.4879981242050672
0.42491816055822,0.824862204376775,0.0006538495276394921,0.005195067929812293,0.9999999997832212,0.99999997826087,0.3223881410451812
0.41764647034837016,0.8967194017751202,,0.00096686437702319,0.0008671146757279177,,0.004637690391624271
0.4318824060605692,0.9078660746797198,0.00011274719861517029,0.0015388879928508402,0.0008671146757279177,0.0,0.014874171960629606
0.3879526179492172,0.8624113890679012,0.0006968454858977664,0.004321642885146877,0.0021677866893197945,0.0,0.23951665717923004
0.4408350095552251,0.9015923197738646,0.00020112453006157624,0.002074568950070164,0.0008671146757279177,0.0,0.029693860616214263
0.433584525707817,0.8535944453990713,0.00014782456056365632,0.0021341838564914784,0.0008671146757279177,,0.2536934254809947
0.3787298472989751,0.8402111076881592,0.00015356705554911028,0.001949568683271134,0.0008671146757279177,0.0,0.07582340417542129
0.3772945664544635,0.8399960363523116,,0.007742081651436517,,0.0,0.07582340417542129
0.3898818263565988,0.9069108678230018,0.00020616523502951616,0.003651436510356365,0.0008671146757279177,0.0,0.037387021174814315
0.403467497017796,0.8886632317856512,0.00046912988383301447,0.0048305387770762685,0.0008671146757279177,,0.04550907519494049
0.3529483310307473,0.9372886253122352,0.00010741329852241649,0.0012169107909085323,0.0019510080203878149,0.0,0.004533080622462629
0.4012904689668181,0.8867029921615643,0.0004181419044872328,0.0026538623838032647,0.0021677866893197945,0.0,0.05041744928499434
0.4331890222934975,0.8991919162330434,0.000167520265183562,0.0036012054664585048,0.0008671146757279177,0.0,0.0368431025535489
0.3444645498088956,0.9025885576723356,0.000296112753289203,0.006597727655349927,0.0019510080203878149,0.0,0.02110715833997213
0.3486002659639214,0.9324989957731371,0.0012261329414913872,0.007305024019118606,0.0019510080203878149,0.0,0.008575804675926491
0.3716060310514402,0.8902990073220961,,0.0032012231375874787,,0.0,0.05749384935416733
0.4182533717165325,0.8386700434291328,0.00017214051273093374,0.0026964796036249173,0.0008671146757279177,0.0,0.4782051445802679
0.37709505547508293,0.9077144595493496,0.0003039565941042293,0.002055476991528608,0.0019510080203878149,,0.01972326057855844
0.3961496853470314,0.8814490916547278,0.001984943519960051,0.01903404187765144,0.0021677866893197945,0.0,0.11037180193294274
0.3495510337293372,0.9342203723642374,0.000482534346306832,,0.0019510080203878149,0.0,0.010537233551904926
0.43841187358497424,0.8865437034204822,0.0002469633995046525,0.003865889611664379,0.0008671146757279177,0.0,0.037352149698962334
0.3653169656985658,0.9172101498533534,0.00020261729712650633,0.001758371416535259,0.0019510080203878149,0.0,0.0046856366007957
0.4189974963178907,0.8961742600606991,0.0003738766998899185,0.0033813933940216663,0.0019510080203878149,0.0,0.013355152933417241
0.3553576781106213,0.9169049223514693,0.0014682334888852554,0.008188848723546633,0.0019510080203878149,0.0,0.010853241546281448
0.39060626612824656,0.8219176402224463,,0.006173561903839185,,0.0,0.30229548339624024
0.4046412644241305,0.8974271960051812,0.00022736816855914303,0.0017930704474460294,0.0019510080203878149,,0.019888892845188414
0.3918103690934101,0.824697869973855,0.0009055291805647211,,0.0021677866893197945,,0.4264223285937768
0.3797502251868444,0.9077550000406458,0.0003554648808181694,0.003752835496654529,0.0019510080203878149,0.0,0.018077839176088108
0.4242173996397007,0.8775770367444719,0.0002606345328102797,0.002187578528566836,,0.0,0.11143315197034287
0.3482681914453342,0.9344059055547412,0.0025916307147767405,0.011083715361269793,0.0019510080203878149,0.0,0.010221225557528406
0.4346844036808922,0.8879932449800569,0.00026326938542058336,0.002903250732312851,,0.0,0.04007635690400085
0.37493761715802015,0.9073568833058951,0.0008610870168572816,0.0053488611483650025,0.0019510080203878149,0.0,0.016911877784037743
0.4409645300289696,0.8354610025001256,0.0002730382356245493,0.0026490429379774053,0.0008671146757279177,,0.4667667665779975
0.4054025062687148,0.8221410859553722,0.0006082627526411478,0.004342161835803568,0.0021677866893197945,0.0,0.3261486244665681
0.3929264133517541,0.8641958013926586,0.001927750488278878,0.007990393060985194,0.0019510080203878149,0.0,0.19919839054465985
0.4393015898495509,0.865367270922047,0.00033471024570975533,0.004643717030792438,0.0008671146757279177,,0.3217506525861788
0.3691701522445651,0.8978679555903271,0.0009358487300319393,0.009241779432367687,0.0019510080203878149,0.0,0.0195271173328908
0.388324727797794,0.8486044960771382,8.840308252610921e-05,0.0011809691528865398,0.0019510080203878149,0.0,0.06819126766708768
0.3803722467865229,0.8893963944821764,0.0008334535604923247,0.008413224540794012,0.0019510080203878149,0.0,0.06556077159896546
0.3937930213379751,0.8186832308269754,8.850713908323355e-05,0.0011411945911991347,0.0021677866893197945,0.0,0.28268119151996285
0.4248802173357353,0.900653160924937,0.00031144151516600136,0.005217371412479788,0.0019510080203878149,0.0,0.03167708104238631
0.4035084833057429,0.8514903343339627,0.0001695772985673331,0.0019843851024483206,0.0008671146757279177,0.0,0.1014254981707209
0.3837907504503735,0.8744766527415742,0.0012901226419696845,0.009250258263031748,0.0019510080203878149,0.0,0.17216008527035306
0.4265725421160257,0.8570406674737858,0.0007345143690213857,0.010094082555738943,0.0008671146757279177,0.0,0.1752362579758851
0.4002479337585511,0.8753626219052926,0.0014185521104090545,0.015160911723160315,0.0019510080203878149,0.0,
0.4260640648964137,0.8330686580025181,0.00020198959120973527,0.0025817843564979897,0.0008671146757279177,0.0,0.5621227314227973
0.3907738249202712,0.8640668567012414,0.0007832002110544219,0.004778244560008648,0.0019510080203878149,0.0,0.19919839054465985
0.3986175163412616,0.8271797048904517,0.0002762967666686044,0.002497538550660154,,0.0,0.4487865334032477
0.22325021833994674,0.7880780331225273,0.0002585223859955088,0.005697725446445321,0.0008671146757279177,,0.003727805143733454
0.2965423549066385,0.7813698257088245,0.0008728892449076395,0.008659028179912064,,0.0,0.37909195533764456
0.2658895565036393,0.7620289979792125,0.00040505964647019816,0.002595342269341676,0.0008671146757279177,0.0,
0.30951332634442585,0.7731606740555712,5.435697298867345e-05,0.0009511176481309707,0.0019510080203878149,0.0,0.5212323879222347
0.2255086483920442,0.7800439028642822,0.0007786298417387815,0.014816923789337572,0.0008671146757279177,0.0,0.016883547042510418
0.16689778114881812,0.7611156280685685,3.762469580204983e-05,0.0016786251423025428,0.0008671146757279177,0.0,0.006259138428529841
0.16591886502787434,0.7695026042622948,2.0461851296140835e-05,0.0006960889997853928,0.0008671146757279177,0.0,0.026843248965520292
0.6243946201645689,0.142403048308568,0.00022918290015882002,,0.0008671146757279177,0.0,0.22419571847333228
0.7411776777454537,0.12411988240244155,4.823950764198091e-05,0.001587545669240037,0.0008671146757279177,,0.33292316104143205
0.8723220072972709,0.17205790962154474,0.0006522133768925009,0.006336525036881134,0.0008671146757279177,0.0,0.5102712781640291
0.708786813484432,0.038158553476026605,0.008051122205342133,0.017721173713681,0.0008671146757279177,0.0,0.3582604828875513
0.9225103350110768,0.17954665289014127,0.0006562441019873602,0.005983133275891095,0.0008671146757279177,0.0,0.5107496107013646
0.5728707670959421,0.11380654960544336,0.00224116138568746,0.006296824958672664,0.0008671146757279177,0.0,0.3736718737721828
0.3016899854237161,0.3765918362312718,0.0002230556902328173,0.00288987806832786,0.0019510080203878149,0.0,0.2638833969567821
0.32978870094578466,0.3392452839179903,6.815622056439442e-06,0.00011674469460404887,0.0019510080203878149,,0.26430687616545656
0.6885832362088271,0.09909721897135196,0.0007803678004015899,0.003896283190344268,0.0008671146757279177,0.0,0.3216231548943783
0.783570812894077,0.13483704334307606,4.105579503934592e-05,0.0007778502632878366,0.0008671146757279177,0.0,
0.09861833416510456,0.3359472431204503,5.5638453871306666e-05,,0.0008671146757279177,0.0,0.17779961316785095
0.7130792475107722,0.15067849435208236,4.155718954637221e-05,0.0014305148189502196,0.0008671146757279177,0.0,0.4088969836470926
0.5178351213878809,0.03892724604132768,0.0003876049781661645,,0.0008671146757279177,0.0,0.5153600785894636
0.6397784572266718,0.10160890738715744,0.00026437590012314867,0.0017092554171925568,0.0008671146757279177,,0.3172807846278853
0.9999999049042044,0.13070702897134914,,,0.0008671146757279177,0.0,0.3683858409630399
0.5727657813374879,0.12867138473423811,0.002163437261474907,0.00865318458625083,0.0008671146757279177,0.0,0.4100803111517812
0.639358989671836,0.10479958771336503,0.00048254512174028964,0.002722248967659561,0.0008671146757279177,0.0,
0.9326650444591869,0.12102345784251445,2.367917582304101e-05,0.0004441419134130722,0.0008671146757279177,0.0,0.4529899664870448
0.6601388474693867,0.8690501485526941,9.917972022854442e-06,0.0004082724552572655,0.0008671146757279177,0.0,
0.910067810909998,0.208655391387784,3.369561058947335e-05,0.0004186277704744228,0.0008671146757279177,0.0,0.4193535896272804
0.6785800143632691,0.10086036242988973,0.002556265614586089,0.005912916663672174,0.0008671146757279177,0.0,0.318298537978732
0.8981690445687366,0.03469242906850629,0.0017122225072953702,0.006861525389566142,0.0008671146757279177,0.0,0.4226136262689875
0.5225474984480363,0.8156996328720382,0.0044043873296483495,0.02369928732140466,0.0008671146757279177,0.0,0.03143408222826052
0.8300003841870145,0.03992386937230018,0.00020849780446565024,0.0015885120347889155,0.0008671146757279177,0.0,0.4838220927228944
0.8382628774922705,0.16150434725814553,0.00010103423433804618,,0.0008671146757279177,0.0,
0.6400855215509894,0.12477073774023315,0.0001298665876366124,,0.0008671146757279177,0.0,
0.7428699074299487,0.24626617520051625,5.340331144333936e-05,0.0010187079498464734,,0.0,0.5261798900401048
0.6567944234303871,0.1458646176047068,0.00020334729150804217,0.0019248071498148805,0.0008671146757279177,0.0,
0.9634901564439952,0.15731035109116628,0.0005847706102747853,0.0070795759661196845,0.0008671146757279177,0.0,0.4094679630934546
0.6143347212247731,0.8668987694471719,2.5049614369052483e-06,6.312369257594425e-05,0.0008671146757279177,0.0,0.27581066586970515
0.8995567775153982,0.1975068613993132,0.00038130829376359723,0.00283433729302372,0.0008671146757279177,0.0,0.4631773441906682
0.5877060916084426,0.9962336937524338,5.7709076137858124e-06,0.00017727365536803036,0.0008671146757279177,0.0,0.002702413568102195
0.9002408015738739,0.14721184435478754,5.526811278064002e-06,0.00036755024487458,0.0008671146757279177,0.0,0.473083921076552
0.9487697076527012,0.17318848826645353,0.00020036358635417242,0.002814975811790343,0.0008671146757279177,0.0,0.4343911667606657
0.5393438884594788,0.06957312439434546,0.001462828300052211,0.00800415801102484,0.0008671146757279177,0.0,0.4092827356370893
0.7093607166114858,0.03290230533486263,0.0012616963205479886,0.004467486624048839,0.0008671146757279177,0.0,0.3803756115798047
0.7384260808968527,0.0725625739154422,5.8936839542772426e-05,0.0013612179241219767,0.0008671146757279177,0.0,0.4269945385100492
0.5024461491528104,0.8488546417706236,0.00033308404084573796,0.006449933716286847,0.0008671146757279177,0.0,0.15598156341210195
0.9312193030771482,0.2141873639248076,5.605844002966353e-05,0.0008961371306445508,0.0008671146757279177,0.0,
0.508217893377072,0.850347702163552,6.01923963163619e-05,,,0.0,0.31658337156505706
0.7858013798780343,0.1356421767994304,6.10592386587558e-05,0.0008999713021002035,0.0008671146757279177,0.0,0.3503672986789534
0.90704252836137,0.19778644012018767,0.00020031568327201127,0.0025331660334932823,0.0008671146757279177,0.0,0.5814079368893403
0.9179682745210218,0.033963541168816176,,0.0013148295942437198,0.0008671146757279177,0.0,0.42676149108318456
0.6017989081481118,0.01971133348152644,,0.003785968934749669,0.0008671146757279177,0.0,0.5469728538599257
0.9739171251551964,0.16132795932972294,0.05051134552350146,0.3803680751860245,0.0008671146757279177,0.0,0.3929036725730588
0.9711206430910244,0.15677680739110972,0.000585562332023284,0.004886042214657076,0.0008671146757279177,0.0,0.3862762537571909
0.6921247938323146,0.13423608399457193,0.005308831277344021,0.02015826709749097,0.0008671146757279177,0.0,0.29294814723890383
0.9492184647126132,0.18406928282364196,0.0014384849054033372,0.008938366661647048,0.0008671146757279177,0.0,0.4439738782344075
0.7938597025099207,0.14908830496877154,4.2269119719389057e-05,0.0006675288089033914,0.0008671146757279177,0.0,0.3865691259729293
0.6454490195243079,0.11828166622330273,,0.0029146814507490827,0.0008671146757279177,0.0,0.2674713893532653
0.6663796992538402,0.06393091816188808,0.0039149461455174365,0.024146094994689508,,0.0,0.3668689710084074
0.7845755950714509,0.1345523138424091,0.0006517482886866841,0.004533081037283671,0.0008671146757279177,0.0,0.3554546358782141
0.62266929714317,0.14345636525658184,5.358263691780943e-05,0.0006144593301613276,0.0008671146757279177,0.0,0.2249094427812848
0.920936309400638,0.1652454251965213,,0.0005844326977958367,,,0.4871111273516479
0.5146847878679065,0.3071506348704007,2.7888987457160247e-05,0.0007977575087753777,0.0008671146757279177,0.0,0.2729720964461991
0.6835141548189988,0.19125251827580755,5.0656605435321056e-05,0.000837952575773633,0.0008671146757279177,0.0,0.3703729625846915
0.6043322601455801,0.8334498857858382,5.3053398528959496e-05,0.0008023844109688326,0.0008671146757279177,0.0,0.21179839752329413
0.7683159257309445,0.12704965996443934,0.00021944127330824497,0.002011388914965694,0.0008671146757279177,0.0,0.3754295394527807
0.9073754587421184,0.1991697223288197,0.0001553860608977232,0.001526364114180582,0.0008671146757279177,0.0,0.5575438884202685
0.7942766024782723,0.06585489209151381,0.00016032075327871966,,0.0008671146757279177,0.0,
0.8542906081870631,0.16715517316290973,7.92962070002511e-05,0.0009346212852561586,0.0008671146757279177,0.0,0.4856803864768514
0.8185856554458701,0.15165875432139894,0.0012083289607124515,0.01315996873217997,0.0008671146757279177,0.0,0.3551112833401883
0.5631877327945081,0.2648250655025017,7.76402417593018e-05,0.0018097702961138121,0.0008671146757279177,0.0,0.2606979168537357
0.5742795162134524,0.8473560451654012,2.839837498928125e-05,0.0008258389321407117,0.0008671146757279177,0.0,0.3021941237097941
0.6130120338023715,0.8695707277049721,2.7496903940820124e-05,0.00045954693974728495,0.0008671146757279177,0.0,0.533748410752818
0.6565469841699735,0.1455265582615567,0.0003407380771618417,0.001910088216144889,,0.0,0.3162728412561522
0.8453729048494291,0.16351938837608473,0.000394278002441605,0.002463902061130601,0.0008671146757279177,,0.4461434339103565
0.7266139468254741,0.030442229834942467,0.0024968575315640965,0.012486388908483928,0.0008671146757279177,,0.3661443558648906
0.6320042808323395,0.8642922646359932,,,0.0008671146757279177,0.0,
0.9311763197774912,0.1801715791323759,0.003712439204809068,0.03544569620841432,0.0008671146757279177,0.0,0.4821999058984297
0.6916074727037032,0.07085924257327632,0.010483474851443705,0.02391295460281313,0.0008671146757279177,0.0,0.3731847620957399
0.4994706017053338,0.8340028412682438,5.457990057935927e-05,0.0016633585247010953,0.0008671146757279177,0.0,0.8597728296775087
0.4516477819095846,0.8252460250696514,7.926050020455949e-05,,0.0008671146757279177,0.0,0.3618521000051732
0.6558298667745944,0.118961744352573,3.354263429928391e-05,0.0006727484114608039,0.0008671146757279177,0.0,0.29067952642175343
0.47453477234827296,0.8304273591482474,2.6083022439505756e-05,0.0006310821997696937,0.0008671146757279177,0.0,0.7804341523081639
0.6472606895282035,0.8558476137243122,6.053112181511162e-05,0.0016544435433562539,0.0008671146757279177,,0.3878181310622193
0.9553676441500109,0.15345073513891389,0.0003161658837666158,0.003884479382626303,0.0008671146757279177,0.0,0.4543705263754417
0.3699515543978384,0.8910267739636003,2.2401003908473725e-05,0.00238068961757914,0.0008671146757279177,0.0,
0.6466089980402662,0.12800248414751153,7.2717759621312e-05,,0.0019510080203878149,0.0,0.3002566843266871
0.4334384585656205,0.393481453408499,0.0005039973378777287,0.00440055995477324,0.0008671146757279177,0.0,0.24718374406735316
0.5229063899810109,0.07889554526925734,0.0011292506321202915,0.004728133207989955,0.0008671146757279177,0.0,0.3956527540782133
0.6944498860371983,0.13436439797825953,0.0007908652595540793,0.0035746689993779095,,0.0,0.29294814723890383
0.985611150248314,0.002876938269971361,,0.0038584303216101907,0.0008671146757279177,0.0,0.2976904691530292
0.9412113036188136,0.20118830241790928,0.00035170286690568386,0.004980175510355968,0.0008671146757279177,0.0,0.5814221033116481
0.9338247376877574,0.2256327820574025,2.1720571886286152e-05,0.00035757070648736517,0.0008671146757279177,0.0,0.5880680781193771
0.9116023717652212,0.11154826553972726,0.00012198970630600064,0.0013519235185603376,0.0008671146757279177,0.0,0.4547017742801409
0.636480154648587,0.8455395368250621,5.6703168665995276e-05,,0.0008671146757279177,0.0,0.4554057051721596
0.9549300132981959,0.1955407001304303,0.0069009619961806785,0.052148266498677404,0.0008671146757279177,0.0,0.4592065594918642
0.932757287381016,0.11790898803365238,3.2578770120035104e-05,0.0005942469519681957,0.0008671146757279177,0.0,0.4638403056215621
0.11397326210531435,0.3623706733800132,0.0052451162404583,0.03257495444317346,0.0026013440271837533,0.0,0.20909161565515846
0.93322192543881,0.1826426569782486,0.002262814700105181,0.010757753005252802,0.0008671146757279177,0.0,
0.6252253770358108,0.14129139089555198,0.0003121039042228587,0.003357606000807325,0.0008671146757279177,0.0,0.22419571847333228
0.6376979514083306,0.8283227925720009,1.878072873626974e-05,0.0003623859290231819,0.0008671146757279177,0.0,0.17524497064433653
0.5898052362027414,0.1959433719765624,3.189245773474355e-05,0.0006179605335906532,0.0008671146757279177,0.0,
